4.39168,4.24306,3.25722,2.87129,3.94196,3.53356,4.60541,4.85311,5.88492,6.10977,4.68045,4.18772,4.63207,3.99134,3.81446,3.27178,3.83408,4.08425,3.75582,3.41887,3.48863,4.0161,4.81909,6.04289,4.85135,4.09179,4.65346,3.60255,3.0771,2.9962,3.62839,4.22563,4.84115,3.3947,2.75597,2.36719,2.9231,3.00518,2.76017,2.71853,3.6876,3.38259,1.88803,1.75113,1.8599,2.24026,3.44628,4.50749,5.5597,5.51178,7.37036,6.23141,7.23681,6.56202,6.58683,5.00151,5.55032,5.62616,6.21414,4.9558,4.80569,3.68663,4.43798,4.30602,4.90883,3.61972,5.13291,5.33165,4.80919,5.3926,7.27899,9.69369,7.82044,7.65253,7.0168,7.37752,4.88758,5.06323,3.91711,4.90499,5.86631,4.48433,5.8908,5.46162,3.79926,3.68641,2.75228,3.31986,3.17901,3.25415,2.40114,1.76523,1.66234,1.34701,1.14229,0.327457,0.621063,0.831029,0.246929,0.109359,0,
4.39168,4.67771,3.70806,4.0312,4.8696,4.9273,4.4406,6.78415,7.18452,6.49259,7.81101,9.29053,8.0345,8.17052,8.18414,9.87048,9.45004,11.1841,11.7297,11.8931,11.5448,13.8113,13.619,14.6938,13.4852,13.6935,15.5795,14.873,16.2618,20.0623,21.8027,22.2881,23.6413,25.8376,25.2437,23.7332,26.3037,25.2267,23.9224,21.8105,20.5291,20.5947,18.0227,18.6703,15.8697,12.6054,14.2836,15.6233,16.0327,14.2849,15.3969,18.1391,18.9316,18.7344,15.8563,16.3384,18.5301,18.9603,20.8797,19.5755,20.5653,19.6633,18.0511,19.1665,19.1772,18.7203,18.7058,20.8184,18.72,16.865,17.7966,17.8394,15.8709,15.5487,15.7265,13.8161,16.0269,13.6997,11.7362,11.1937,9.33324,10.1868,10.3169,9.86389,10.3687,9.4114,6.18216,3.85637,3.83761,3.11983,3.46922,3.55742,2.86146,7.86348,7.69739,6.19782,4.45713,4.4289,4.13347,5.50332,5.91928,
4.39168,3.45169,4.66939,5.64206,6.24535,6.94421,8.29754,9.0772,9.45905,8.86961,10.5921,10.1602,11.5221,11.025,9.12727,7.6293,6.7553,8.1471,8.44675,8.42399,7.94451,7.20215,7.86459,7.90872,10.1203,11.3102,12.305,13.0761,11.8777,10.7182,11.3807,10.9229,10.93,11.1082,9.17875,7.54605,7.51302,8.91118,10.4902,9.7415,8.96919,7.38011,6.98117,6.4976,5.94922,7.07737,6.64213,7.07776,7.76855,8.19547,6.39938,5.96974,6.29229,6.27489,7.68366,6.75848,8.74234,11.6811,9.31092,9.36017,9.99948,9.01037,8.89106,6.07019,6.63408,6.10729,3.28504,2.63069,2.6797,2.6903,2.43992,2.17862,2.12277,2.18081,2.29027,3.54228,4.6324,3.16018,1.90994,2.91718,2.21374,2.94463,4.2822,4.74231,4.44367,4.84232,5.99686,7.43317,6.90001,7.9235,8.27375,7.71745,9.63473,8.37119,9.06182,6.73923,8.78649,8.88465,6.8839,7.18526,3.07405,
4.39168,5.02971,5.23405,5.41196,4.3538,4.32153,4.22416,5.24945,5.34473,5.92937,5.71644,6.42239,8.14168,6.63791,6.53493,5.82918,5.55939,5.18683,4.83991,5.02146,5.79589,4.97827,5.39038,3.82178,3.5925,3.6024,4.5838,3.65963,3.13829,2.88144,2.4186,2.46851,2.62571,3.23263,3.65141,3.31342,3.35196,3.78884,4.4097,4.01995,3.5611,2.46711,3.77073,3.95488,4.16476,3.24857,3.79554,5.44611,5.58417,5.19885,6.04161,4.43388,4.53566,5.44514,4.76878,6.29034,6.59714,7.41726,7.57952,4.92727,3.16731,2.0569,1.73087,1.97753,1.30429,0.993435,1.04907,1.50158,1.13981,1.59341,1.37158,1.28321,1.02912,1.32946,1.02079,0.72689,0.902226,0.832292,0.50092,0.695573,0.524277,0.142607,0.109777,0.035927,0.0081936,0.0037554,0.00955431,0.000643717,3.09919e-05,1.13064e-05,1.88373e-06,2.12429e-06,2.99636e-07,2.62818e-07,6.94048e-07,1.07392e-10,1.93368e-14,4.29985e-17,2.73365e-26,5.36161e-56,0,
4.39168,3.0662,1.97947,2.39333,3.13659,3.44515,2.70913,2.51032,2.10774,2.25077,2.28713,2.62597,2.89658,1.93031,2.23398,1.90621,2.37925,2.19084,2.34851,2.36025,2.87474,2.74585,2.51637,2.43354,2.30758,3.3319,2.73218,2.78494,2.96034,3.39902,2.71039,3.00002,3.5668,3.77662,3.67177,3.81544,3.02273,1.97547,2.23976,2.5647,1.88805,2.59037,2.5163,2.2971,2.04212,2.41496,2.47254,2.33121,2.0193,1.22097,0.965332,1.43338,2.03594,2.27169,2.8468,2.69225,3.7613,3.31447,3.24023,3.24028,3.28755,2.55653,2.65788,3.37795,3.20053,2.80144,1.62148,1.43449,1.00639,1.32104,1.58997,1.4262,1.01311,0.812146,0.6919,0.641617,0.356921,0.251479,0.210772,0.0909854,0.079495,0.241199,0.23447,0.123567,0.0837418,0.106984,0.111858,0.115389,0.269451,0.235392,0.233897,1.76087,0.958194,0.61536,0.642846,0.217127,0.202845,0.0140731,0.0126627,0.00643336,0,
4.39168,3.18796,4.27535,4.40166,3.84356,4.69251,6.30943,5.99232,5.86371,6.02217,6.33065,6.59968,6.07188,7.00906,8.32071,7.33964,7.86881,7.76801,7.89888,9.30294,10.7069,11.3864,13.9218,14.2119,14.6088,16.7155,14.8269,14.5397,14.459,13.7967,14.412,17.3627,15.7244,13.4008,13.5587,13.62,15.0719,16.2291,15.2793,14.728,14.8269,12.467,11.9907,11.1202,11.26,10.5463,10.5425,9.87653,10.7605,11.0421,11.6585,9.10936,7.67495,6.92838,6.53496,4.61721,5.7231,5.73822,5.39274,3.54095,4.62022,5.09796,4.41715,4.87096,3.91261,5.51494,6.18972,8.35854,7.60345,7.43096,8.32841,9.55392,8.29281,8.89932,8.608,11.864,12.146,13.4153,12.2901,11.154,11.4283,11.9999,9.15071,6.55475,8.23204,8.22362,5.72588,5.65172,6.16996,7.84565,7.85437,10.1399,11.1054,9.39471,7.66586,8.7515,7.60297,6.72524,7.56096,5.10238,5.60082,
4.39168,4.77867,5.45966,5.44438,4.88776,5.52886,5.55148,5.43016,5.67623,5.44704,4.66912,5.17116,4.62185,4.78312,6.34653,5.43058,4.60537,5.33727,6.02624,5.20763,5.0197,6.34988,6.79531,7.90317,6.76421,5.41757,5.18437,6.07867,5.55733,5.53415,4.58468,3.01217,2.81525,3.84864,5.52599,4.014,3.64406,3.34559,3.07477,3.10383,3.17737,3.62647,3.91594,3.12155,3.89398,3.01757,2.01506,2.18766,1.95581,2.60929,2.69364,2.74866,2.28564,2.25879,1.78009,2.82349,3.55774,4.79778,4.26112,4.13432,4.1829,3.13022,4.49334,5.06387,3.91694,5.58415,5.65379,3.87515,3.5816,3.92114,2.90321,3.32435,3.05502,4.2071,3.64397,3.84355,2.68464,1.35875,0.365127,0.114974,0.0891354,0.171341,0.0731802,0.0542315,0.0455453,0.0912835,0.105739,0.113178,0.106622,0.290615,0.12852,0.104887,0.0579871,0.00582359,0.000819783,0.00245327,0.000282649,0.000542333,7.00655e-06,5.50518e-12,0,
4.39168,4.9987,3.72545,4.33636,4.21626,4.53734,4.20965,3.32653,3.14296,2.39111,2.40483,2.63569,3.09539,4.21177,3.5195,3.52304,2.89836,2.08811,2.05492,2.15733,2.25145,2.72006,2.69066,2.88354,2.83401,3.13484,2.93247,3.03756,2.82247,2.76061,1.68366,1.67806,1.49665,1.26365,1.04239,1.01482,0.686563,0.731354,0.92125,1.14849,1.47754,1.12927,1.04498,1.03924,1.0791,1.10585,1.20754,1.23675,1.07087,1.26573,1.67955,0.851777,0.707111,0.589709,0.993169,0.794219,0.826298,0.943899,1.21144,0.914125,1.23057,0.850317,0.99771,0.933532,0.568427,0.564732,0.441781,0.198044,0.265459,0.347181,0.211956,0.125872,0.211624,0.40061,0.281381,0.368719,0.390733,0.266337,0.265968,0.155906,0.129129,0.17463,0.236788,0.297,0.287339,0.077167,0.0455168,0.0286059,0.0186183,0.0156376,0.00978553,0.00223335,0.00662769,0.0100668,0.0272619,0.017592,0.0031024,0.000558253,9.05021e-06,9.77122e-14,0,
4.39168,3.52062,3.11775,4.054,4.1814,3.92321,3.47343,3.73766,3.74866,3.88541,3.6002,3.78002,3.36821,2.58405,2.96811,2.93755,2.45468,1.6145,1.80552,2.26829,2.01444,2.89841,2.82367,2.15515,1.86459,1.87964,1.73957,1.55885,1.13946,0.716086,0.666084,0.529804,0.566711,0.588043,0.495023,0.590332,0.628036,0.498875,0.377508,0.453653,0.597137,0.488747,0.526381,0.430256,0.393958,0.309468,0.173494,0.189017,0.322334,0.245337,0.31915,0.222161,0.209581,0.131052,0.0772407,0.0801506,0.137244,0.134916,0.127049,0.099388,0.141114,0.125106,0.0839013,0.0398939,0.0764059,0.103425,0.106983,0.168639,0.193435,0.191557,0.330978,0.396796,0.272021,0.322327,0.126662,0.128808,0.2416,0.120763,0.0214913,0.00998349,0.00495253,0.00281705,0.00108152,0.000125193,2.79956e-05,1.12979e-05,8.02465e-06,7.50508e-07,1.07576e-07,4.80725e-08,6.25932e-08,4.16299e-07,1.16159e-07,1.11995e-08,1.03411e-09,5.29714e-12,3.72513e-18,3.09732e-21,2.96983e-33,1.30397e-78,0,
4.39168,4.45566,4.05285,4.518,4.37732,4.13765,3.60055,3.05232,2.45657,2.5489,2.31782,3.23234,4.26702,4.21134,4.41715,3.30462,2.96594,3.22528,2.66566,2.13625,1.30905,1.0855,0.90493,0.850206,0.683074,0.970577,1.31733,1.43957,1.69273,1.97399,2.2766,2.58726,2.8578,2.6057,1.94705,1.81275,1.53748,1.59578,0.891426,0.92623,0.74978,0.738875,0.631871,0.52654,0.539596,0.479106,0.430288,0.326241,0.368363,0.39048,0.159599,0.145239,0.168463,0.170568,0.149177,0.247582,0.393933,0.958414,1.10953,0.905563,0.736553,0.846888,0.867031,0.87226,0.88068,0.633455,0.844527,0.839659,0.735966,0.445529,0.522978,0.626786,0.704957,0.704507,1.11344,0.88554,1.0753,1.47149,1.88129,2.53095,1.91769,0.699248,0.606884,0.339357,0.266698,0.235561,0.406867,0.17218,0.155109,0.069475,0.0997651,0.118768,0.331156,1.49822,1.60704,2.03083,4.49621,7.14041,7.56244,8.48952,9.93057,
